"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15948","Criar oportunidade (fluxo básico) - início da autenticação","chromium","2026-01-19","passed","2026-01-19","Backoffice Opportunities","","",""
